open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,sma_14,rsi_14,order_block,fvg_distance,liquidity_distance
2022-06-17 00:00:00,20400.6,21059.68,20246.66,20383.38,17423.81608,2022-06-17 03:59:59.999,358714051.8563611,266739,8562.25899,176288788.5025313,0,,,1,6.915000000000873,1.0900000000001455
2022-06-17 04:00:00,20383.37,21286.01,20326.0,21100.64,15684.53285,2022-06-17 07:59:59.999,326930178.8624716,237397,7954.06783,165848624.3271558,0,,,1,0.005000000001018634,2.5100000000020373
2022-06-17 08:00:00,21100.65,21365.43,20847.49,20972.04,13240.65005,2022-06-17 11:59:59.999,278954505.8665352,216739,6530.25836,137576543.9755664,0,,,1,16.400000000001455,5.31000000000131
2022-06-17 12:00:00,20972.04,21047.41,20386.93,20663.7,19484.73561,2022-06-17 15:59:59.999,402815187.04657006,294787,9556.92494,197573662.6135976,0,,,1,13.0099999999984,2.900000000001455
2022-06-17 16:00:00,20661.95,20791.96,20440.92,20515.59,11352.50026,2022-06-17 19:59:59.999,233827960.1213822,200975,5601.5331,115381424.1456302,0,,,1,4.634999999998399,5.5900000000001455
2022-06-17 20:00:00,20515.59,20723.0,20368.2,20468.81,9508.10178,2022-06-17 23:59:59.999,195333508.7974004,136355,4861.90123,99915063.0929356,0,,,1,4.994999999998981,6.18999999999869
2022-06-18 00:00:00,20468.81,20792.06,20322.08,20459.65,13043.33887,2022-06-18 03:59:59.999,267269067.4162717,192134,7080.12564,145078149.9072024,0,,,1,1.5499999999992724,3.0500000000029104
2022-06-18 04:00:00,20459.65,20537.34,19066.8,19258.58,35934.156049,2022-06-18 07:59:59.999,703462728.4021224,479388,16589.755191,324616007.0572217,0,,,1,1.9549999999981083,1.5800000000017462
2022-06-18 08:00:00,19258.58,19540.0,18742.5,19243.98,36718.932489,2022-06-18 11:59:59.999,703355824.5758948,449111,19101.71817,366186262.97150666,0,,,1,0.005000000001018634,3.540000000000873
2022-06-18 12:00:00,19243.99,19291.99,18942.75,18953.76,16110.06463,2022-06-18 15:59:59.999,308341603.2268349,256273,8093.4395,154926275.4720586,0,,,1,10.664999999997235,3.75
2022-06-18 16:00:00,18953.76,19101.28,18031.13,18067.6,42570.839975,2022-06-18 19:59:59.999,788343091.4234375,464754,19937.921054,368901889.0153125,0,,,1,0.005000000001018634,58.38000000000102
2022-06-18 20:00:00,18067.61,19493.23,17622.0,18970.79,52064.323511,2022-06-18 23:59:59.999,955867506.6515896,625712,25757.085094,473805470.46603954,0,,,1,3.224999999998545,4.209999999999127
2022-06-19 00:00:00,18970.79,19198.0,18224.98,18311.09,19556.53214,2022-06-19 03:59:59.999,365466894.94881696,302755,9236.83003,172531419.6648985,0,,,1,0.005000000001018634,74.61999999999898
2022-06-19 04:00:00,18311.1,18621.57,17960.41,18306.93,16670.95915,2022-06-19 07:59:59.999,305079404.9935826,275676,8237.68205,150869415.110613,0,19691.181428571428,,1,0.22999999999956344,74.36999999999898
2022-06-19 08:00:00,18307.39,20150.0,18264.67,19692.5,34028.09471,2022-06-19 11:59:59.999,658769220.4791102,447000,18089.62733,349852656.615822,0,19641.832857142854,44.84642514008819,1,13.654999999998836,2.5
2022-06-19 12:00:00,19692.49,19945.88,19130.84,19824.97,21044.6303,2022-06-19 15:59:59.999,411055864.46717113,307050,11144.74379,217809431.94825527,0,19550.713571428572,39.57467396083446,1,0.7449999999989814,3.6900000000023283
2022-06-19 16:00:00,19824.96,20344.91,19350.08,20124.08,18382.43393,2022-06-19 19:59:59.999,365271290.0458871,315559,9490.27373,188661015.3583296,0,19490.145,43.25800173010382,1,0.17000000000189175,4.309999999997672
2022-06-19 20:00:00,20124.07,20815.95,20050.47,20574.0,18638.22572,2022-06-19 23:59:59.999,381919106.60141885,302620,9672.66523,198228978.710201,0,19483.73785714286,49.30251220020465,1,0.10499999999956344,0.8699999999989814
2022-06-20 00:00:00,20574.0,20687.99,19637.03,19980.49,21076.88904,2022-06-20 03:59:59.999,422277863.1821808,286407,10165.32672,203589055.78959328,0,19445.516428571427,46.10871455955973,1,0.694999999999709,10.5099999999984
2022-06-20 04:00:00,19980.49,20258.29,19776.58,20086.63,11823.89634,2022-06-20 07:59:59.999,236511669.9189974,197874,6021.55002,120452986.2508609,0,19418.217857142856,47.24454865046475,1,1.7950000000018917,11.630000000001019
2022-06-20 08:00:00,20086.62,21022.0,20023.14,20801.79,26862.62188,2022-06-20 11:59:59.999,554298874.4649867,358299,13839.91432,285572870.5581367,0,19442.65642857143,52.23884894346013,1,2.9199999999982538,1.7900000000008731
2022-06-20 12:00:00,20801.79,21090.0,20364.33,20824.74,20540.9217,2022-06-20 15:59:59.999,424158828.52261513,299656,9800.4149,202483958.1177578,0,19554.524999999998,62.11661710140711,1,1.1000000000021828,0.930000000000291
2022-06-20 16:00:00,20824.74,20832.82,19832.95,20072.81,16553.12261,2022-06-20 19:59:59.999,334482958.0001614,282177,7878.06844,159188748.3810268,0,19613.727142857144,55.75561200468322,1,1.6499999999978172,1.7200000000011642
2022-06-20 20:00:00,20072.8,20784.77,20001.53,20573.89,12171.48997,2022-06-20 23:59:59.999,248666187.653711,215035,6342.55036,129596377.4029778,0,19729.450714285715,60.9305024254323,1,0.005000000001018634,0.7599999999983993
2022-06-21 00:00:00,20573.9,20783.99,20348.4,20614.04,14312.3475,2022-06-21 03:59:59.999,294184472.4468494,200282,7202.73519,148021565.0833321,0,19911.339285714286,69.39394124026664,1,1.5200000000004366,2.5600000000013097
2022-06-21 04:00:00,20614.04,21333.0,20474.41,21120.28,20989.91077,2022-06-21 07:59:59.999,439848030.18132114,297743,10882.07375,228082075.33309993,0,20064.87428571429,67.42427558612147,1,0.6699999999982538,1.4400000000023283
2022-06-21 08:00:00,21120.28,21500.01,20911.13,20962.42,19870.84399,2022-06-21 11:59:59.999,421796370.42007285,266439,9669.26976,205274153.60786593,0,20254.255,73.395808515332,1,10.494999999998981,0.5800000000017462
2022-06-21 12:00:00,20962.42,21723.0,20853.36,21392.19,24368.42434,2022-06-21 15:59:59.999,520446264.8132206,348720,12304.22135,262845970.0923648,0,20474.630714285715,75.32280781239227,1,0.819999999999709,4.18999999999869
2022-06-21 16:00:00,21392.18,21550.39,20870.01,20888.64,13013.71907,2022-06-21 19:59:59.999,276328727.7563607,215800,6181.32301,131258520.0749678,0,20560.069285714282,61.47962317460805,1,0.5950000000011642,1.5
2022-06-21 20:00:00,20888.63,21054.99,20551.0,20723.52,11815.82923,2022-06-21 23:59:59.999,245992271.7254592,186337,5953.7126,123964012.9312326,0,20624.25142857143,58.56987805413077,1,3.0600000000013097,13.200000000000728
2022-06-22 00:00:00,20723.51,20736.68,20253.96,20317.88,13979.31912,2022-06-22 03:59:59.999,286739774.3746203,210996,6352.09041,130313443.9624844,0,20638.094285714287,51.811546788009764,1,0.005000000001018634,3.3099999999976717
2022-06-22 04:00:00,20317.89,20595.42,19950.34,20099.62,14132.37133,2022-06-22 07:59:59.999,286122884.2586328,216416,6826.03341,138259921.5870651,0,20604.21,45.364992886957324,1,0.08500000000276486,2.540000000000873
2022-06-22 08:00:00,20099.62,20676.7,20038.85,20506.3,12215.14546,2022-06-22 11:59:59.999,249028211.123769,183464,6178.0158,125959372.8530376,0,20641.76785714286,55.33218538372141,1,0.5700000000033469,3.7000000000007276
2022-06-22 12:00:00,20506.3,20900.0,20035.54,20080.1,23768.83256,2022-06-22 15:59:59.999,487115486.95213777,338410,11819.87867,242319211.731264,0,20641.30142857143,49.9378165120491,1,0.375,5.099999999998545
2022-06-22 16:00:00,20080.85,20380.0,19840.86,20117.34,16356.37373,2022-06-22 19:59:59.999,329613404.9168787,262968,7952.18105,160288301.076707,0,20592.41214285714,42.515860536623016,1,2.735000000000582,9.43999999999869
2022-06-22 20:00:00,20117.34,20239.87,19770.51,19987.99,11681.93718,2022-06-22 23:59:59.999,233584827.61154312,182727,5779.10519,115570513.5196672,0,20532.644285714287,41.05858642849968,1,0.005000000001018634,3.0099999999983993
2022-06-23 00:00:00,19988.0,20612.22,19890.07,20213.79,14363.65967,2022-06-23 03:59:59.999,292086920.146498,186789,7230.29049,147056574.1139435,0,20542.714285714286,51.69735175562372,1,1.9099999999962165,11.270000000000437
2022-06-23 04:00:00,20213.78,20657.14,20168.26,20461.83,11026.69488,2022-06-23 07:59:59.999,225318322.71734712,160469,5578.3495,113981819.3941827,0,20534.71,48.56329649478195,1,0.6300000000010186,5.230000000003201
2022-06-23 08:00:00,20461.83,20812.12,20454.32,20638.79,14202.04066,2022-06-23 11:59:59.999,293228862.689982,182329,7477.46777,154399958.3893793,0,20536.477857142858,50.306561531544254,1,0.049999999999272404,2.0900000000001455
2022-06-23 12:00:00,20638.89,20829.21,20287.41,20351.91,14771.40675,2022-06-23 15:59:59.999,303299976.9356623,238468,7240.01068,148669258.1240343,0,20481.594285714284,39.93581935112056,1,3.975000000002183,1.8100000000013097
2022-06-23 16:00:00,20351.91,20945.55,20170.0,20910.06,13067.98266,2022-06-23 19:59:59.999,267922319.4724979,204278,7055.51086,144684775.5077387,0,20477.854285714282,49.37927371705507,1,3.225000000002183,1.5799999999981083
2022-06-23 20:00:00,20910.06,21233.0,20672.72,21110.13,15695.30254,2022-06-23 23:59:59.999,328838464.4952576,235525,8135.20791,170451877.7537373,0,20457.70714285714,46.463587716966686,1,0.8149999999986903,1.0
2022-06-24 00:00:00,21110.12,21369.85,20973.68,21073.73,11560.36297,2022-06-24 03:59:59.999,244397738.58229527,194392,5702.18208,120549195.6003188,0,20470.927857142862,52.62852939255111,1,0.014999999999417923,1.4599999999991269
2022-06-24 04:00:00,21073.73,21168.13,20736.72,20913.72,11245.40104,2022-06-24 07:59:59.999,235692018.27876872,189567,5482.00012,114906305.5338441,0,20484.51357142857,52.70502434806354,1,0.004999999997380655,2.0800000000017462
