ENTRY_THRESHOLD,TAKE_PROFIT,STOP_LOSS,MIN_HOLD_BARS,MAX_HOLD_BARS,Final_Balance,Profit_Percent,Win_Rate,Profit_Factor,Max_Drawdown,Total_Trades,EXIT_THRESHOLD
0.003,0.003,0.005,2,12,154.3710434139044,-84.56289565860956,52.31519090170593,0.7058605941279639,-96.78393303739,1231,0.003
