open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2022-06-17 00:00:00,20400.60000000,21059.68000000,20246.66000000,20383.38000000,17423.81608000,2022-06-17 03:59:59.999,358714051.85636110,266739,8562.25899000,176288788.50253130,0
2022-06-17 04:00:00,20383.37000000,21286.01000000,20326.00000000,21100.64000000,15684.53285000,2022-06-17 07:59:59.999,326930178.86247160,237397,7954.06783000,165848624.32715580,0
2022-06-17 08:00:00,21100.65000000,21365.43000000,20847.49000000,20972.04000000,13240.65005000,2022-06-17 11:59:59.999,278954505.86653520,216739,6530.25836000,137576543.97556640,0
2022-06-17 12:00:00,20972.04000000,21047.41000000,20386.93000000,20663.70000000,19484.73561000,2022-06-17 15:59:59.999,402815187.04657010,294787,9556.92494000,197573662.61359760,0
2022-06-17 16:00:00,20661.95000000,20791.96000000,20440.92000000,20515.59000000,11352.50026000,2022-06-17 19:59:59.999,233827960.12138220,200975,5601.53310000,115381424.14563020,0
2022-06-17 20:00:00,20515.59000000,20723.00000000,20368.20000000,20468.81000000,9508.10178000,2022-06-17 23:59:59.999,195333508.79740040,136355,4861.90123000,99915063.09293560,0
2022-06-18 00:00:00,20468.81000000,20792.06000000,20322.08000000,20459.65000000,13043.33887000,2022-06-18 03:59:59.999,267269067.41627170,192134,7080.12564000,145078149.90720240,0
2022-06-18 04:00:00,20459.65000000,20537.34000000,19066.80000000,19258.58000000,35934.15604900,2022-06-18 07:59:59.999,703462728.40212228,479388,16589.75519100,324616007.05722173,0
2022-06-18 08:00:00,19258.58000000,19540.00000000,18742.50000000,19243.98000000,36718.93248900,2022-06-18 11:59:59.999,703355824.57589481,449111,19101.71817000,366186262.97150667,0
2022-06-18 12:00:00,19243.99000000,19291.99000000,18942.75000000,18953.76000000,16110.06463000,2022-06-18 15:59:59.999,308341603.22683490,256273,8093.43950000,154926275.47205860,0
2022-06-18 16:00:00,18953.76000000,19101.28000000,18031.13000000,18067.60000000,42570.83997500,2022-06-18 19:59:59.999,788343091.42343750,464754,19937.92105400,368901889.01531250,0
2022-06-18 20:00:00,18067.61000000,19493.23000000,17622.00000000,18970.79000000,52064.32351100,2022-06-18 23:59:59.999,955867506.65158967,625712,25757.08509400,473805470.46603950,0
2022-06-19 00:00:00,18970.79000000,19198.00000000,18224.98000000,18311.09000000,19556.53214000,2022-06-19 03:59:59.999,365466894.94881700,302755,9236.83003000,172531419.66489850,0
2022-06-19 04:00:00,18311.10000000,18621.57000000,17960.41000000,18306.93000000,16670.95915000,2022-06-19 07:59:59.999,305079404.99358260,275676,8237.68205000,150869415.11061300,0
2022-06-19 08:00:00,18307.39000000,20150.00000000,18264.67000000,19692.50000000,34028.09471000,2022-06-19 11:59:59.999,658769220.47911020,447000,18089.62733000,349852656.61582200,0
2022-06-19 12:00:00,19692.49000000,19945.88000000,19130.84000000,19824.97000000,21044.63030000,2022-06-19 15:59:59.999,411055864.46717110,307050,11144.74379000,217809431.94825530,0
2022-06-19 16:00:00,19824.96000000,20344.91000000,19350.08000000,20124.08000000,18382.43393000,2022-06-19 19:59:59.999,365271290.04588710,315559,9490.27373000,188661015.35832960,0
2022-06-19 20:00:00,20124.07000000,20815.95000000,20050.47000000,20574.00000000,18638.22572000,2022-06-19 23:59:59.999,381919106.60141890,302620,9672.66523000,198228978.71020100,0
2022-06-20 00:00:00,20574.00000000,20687.99000000,19637.03000000,19980.49000000,21076.88904000,2022-06-20 03:59:59.999,422277863.18218080,286407,10165.32672000,203589055.78959330,0
