open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-06-15 00:00:00,66043.99000000,66287.76000000,65967.50000000,66185.62000000,835.37883000,2024-06-15 00:59:59.999,55227771.01565240,31846,454.25106000,30031471.56983820,0
2024-06-15 01:00:00,66185.62000000,66290.00000000,66064.88000000,66076.01000000,380.82540000,2024-06-15 01:59:59.999,25198167.33260230,26959,151.49664000,10023126.44909680,0
2024-06-15 02:00:00,66076.00000000,66253.29000000,66050.32000000,66215.35000000,310.18359000,2024-06-15 02:59:59.999,20524510.16632780,21399,151.19824000,10004725.50246980,0
2024-06-15 03:00:00,66215.34000000,66273.88000000,66192.00000000,66267.87000000,481.86121000,2024-06-15 03:59:59.999,31917592.05385830,22615,187.34203000,12409624.71191850,0
2024-06-15 04:00:00,66267.87000000,66380.58000000,66210.00000000,66246.85000000,509.33409000,2024-06-15 04:59:59.999,33763248.33950460,28538,257.56734000,17074840.54447740,0
2024-06-15 05:00:00,66246.84000000,66389.10000000,66215.29000000,66231.82000000,459.71934000,2024-06-15 05:59:59.999,30477202.53460260,29766,186.57184000,12370510.15355080,0
2024-06-15 06:00:00,66231.81000000,66416.66000000,66127.00000000,66168.57000000,848.80651000,2024-06-15 06:59:59.999,56234055.26028690,49461,333.49522000,22098525.49271570,0
2024-06-15 07:00:00,66168.57000000,66200.00000000,66065.80000000,66076.99000000,1073.61193000,2024-06-15 07:59:59.999,70989867.00586610,44339,524.13420000,34655856.24023480,0
2024-06-15 08:00:00,66076.99000000,66221.31000000,66076.98000000,66221.31000000,285.96083000,2024-06-15 08:59:59.999,18921889.75662300,25077,136.36970000,9022687.63245560,0
2024-06-15 09:00:00,66221.31000000,66280.80000000,66086.51000000,66227.00000000,339.29279000,2024-06-15 09:59:59.999,22461102.44663890,22854,128.06497000,8477080.17359670,0
2024-06-15 10:00:00,66227.00000000,66306.31000000,66195.91000000,66300.01000000,361.43381000,2024-06-15 10:59:59.999,23944212.71600620,21811,190.82121000,12642337.32600220,0
2024-06-15 11:00:00,66300.01000000,66348.00000000,66264.01000000,66319.95000000,507.09036000,2024-06-15 11:59:59.999,33629913.84633370,23504,261.90026000,17368366.24910970,0
2024-06-15 12:00:00,66319.94000000,66360.00000000,66222.70000000,66348.01000000,342.37283000,2024-06-15 12:59:59.999,22699519.14521040,26512,168.20636000,11152245.34320740,0
2024-06-15 13:00:00,66348.01000000,66354.82000000,66240.11000000,66313.47000000,340.40198000,2024-06-15 13:59:59.999,22565779.85963530,24967,177.16433000,11744456.19263740,0
2024-06-15 14:00:00,66313.47000000,66313.47000000,66153.84000000,66220.52000000,564.32062000,2024-06-15 14:59:59.999,37366831.54341270,37296,264.73397000,17528237.34169770,0
2024-06-15 15:00:00,66220.51000000,66478.48000000,66210.83000000,66316.02000000,853.45194000,2024-06-15 15:59:59.999,56616042.93393340,50217,427.14105000,28333261.14614330,0
2024-06-15 16:00:00,66316.02000000,66360.00000000,66179.99000000,66184.00000000,410.46563000,2024-06-15 16:59:59.999,27199820.28739700,31639,212.19945000,14062174.23240240,0
2024-06-15 17:00:00,66184.00000000,66304.94000000,66133.92000000,66250.01000000,426.78890000,2024-06-15 17:59:59.999,28269079.11471010,35790,204.76871000,13560236.28774960,0
2024-06-15 18:00:00,66250.00000000,66250.00000000,66139.50000000,66145.19000000,344.05073000,2024-06-15 18:59:59.999,22764647.03812290,23840,178.61534000,11818198.43197300,0
2024-06-15 19:00:00,66145.19000000,66208.00000000,66071.47000000,66154.70000000,250.34183000,2024-06-15 19:59:59.999,16558486.19184890,26499,143.05989000,9461850.26881000,0
2024-06-15 20:00:00,66154.70000000,66170.99000000,65857.10000000,66048.02000000,711.44070000,2024-06-15 20:59:59.999,46967200.76425510,38687,320.99904000,21190622.73910890,0
2024-06-15 21:00:00,66048.02000000,66149.00000000,66042.85000000,66126.89000000,245.18396000,2024-06-15 21:59:59.999,16209161.98485630,17430,143.37563000,9478001.11264530,0
2024-06-15 22:00:00,66126.89000000,66200.00000000,66045.08000000,66200.00000000,350.99333000,2024-06-15 22:59:59.999,23196713.56125680,21923,172.17206000,11380225.75567260,0
2024-06-15 23:00:00,66199.99000000,66287.76000000,66199.99000000,66228.25000000,218.49128000,2024-06-15 23:59:59.999,14473073.12939550,17917,119.37229000,7907455.55606140,0
2024-06-16 00:00:00,66228.25000000,66269.74000000,66161.95000000,66161.96000000,223.59845000,2024-06-16 00:59:59.999,14806136.06670060,19787,84.79560000,5614997.00796670,0
2024-06-16 01:00:00,66161.96000000,66218.48000000,66102.03000000,66175.68000000,256.25855000,2024-06-16 01:59:59.999,16953867.06585630,22261,127.67564000,8446826.69130980,0
2024-06-16 02:00:00,66175.68000000,66182.26000000,66114.27000000,66142.86000000,149.85752000,2024-06-16 02:59:59.999,9913204.12737760,15415,58.93868000,3898753.37712590,0
2024-06-16 03:00:00,66142.86000000,66164.30000000,66076.55000000,66146.00000000,160.87464000,2024-06-16 03:59:59.999,10638334.43927640,22097,70.47397000,4660182.92146010,0
2024-06-16 04:00:00,66145.99000000,66207.72000000,66034.50000000,66166.02000000,203.12394000,2024-06-16 04:59:59.999,13432747.38659800,30263,82.71812000,5470512.09979060,0
2024-06-16 05:00:00,66166.02000000,66264.00000000,66166.01000000,66264.00000000,292.77588000,2024-06-16 05:59:59.999,19387266.74974860,24305,182.95019000,12114729.04100420,0
2024-06-16 06:00:00,66264.00000000,66360.18000000,66178.77000000,66312.01000000,420.12202000,2024-06-16 06:59:59.999,27835401.01495680,19720,220.21415000,14592057.85919080,0
2024-06-16 07:00:00,66312.01000000,66357.97000000,66252.00000000,66266.30000000,263.94537000,2024-06-16 07:59:59.999,17499721.80667170,18456,101.31331000,6717720.21443190,0
2024-06-16 08:00:00,66266.30000000,66340.00000000,66241.64000000,66272.51000000,215.38158000,2024-06-16 08:59:59.999,14277470.23915850,19895,93.98600000,6229768.92274410,0
2024-06-16 09:00:00,66272.51000000,66428.45000000,66172.50000000,66409.97000000,880.00508000,2024-06-16 09:59:59.999,58347381.80649640,42461,479.16167000,31774597.22282030,0
2024-06-16 10:00:00,66409.97000000,66770.00000000,66372.47000000,66716.31000000,846.02903000,2024-06-16 10:59:59.999,56307153.26388820,43167,514.03811000,34216790.41726890,0
2024-06-16 11:00:00,66716.31000000,66742.39000000,66435.15000000,66492.83000000,454.36316000,2024-06-16 11:59:59.999,30255381.72879130,30368,166.72565000,11103448.26779030,0
2024-06-16 12:00:00,66492.83000000,66642.20000000,66480.00000000,66597.47000000,315.80420000,2024-06-16 12:59:59.999,21017534.40353610,23319,155.03940000,10318865.50456300,0
2024-06-16 13:00:00,66597.48000000,66762.50000000,66560.00000000,66762.49000000,556.85752000,2024-06-16 13:59:59.999,37115924.28995430,39585,314.44358000,20958782.70333820,0
2024-06-16 14:00:00,66762.49000000,66793.72000000,66504.00000000,66519.02000000,655.22459000,2024-06-16 14:59:59.999,43671549.78912430,41219,278.46453000,18561193.34758020,0
2024-06-16 15:00:00,66519.01000000,66723.00000000,66512.06000000,66712.80000000,326.44028000,2024-06-16 15:59:59.999,21749051.13231810,31860,190.38304000,12683613.33598480,0
2024-06-16 16:00:00,66712.80000000,66744.71000000,66557.20000000,66592.19000000,353.20377000,2024-06-16 16:59:59.999,23532368.01844640,33003,163.21458000,10874483.32056580,0
